datas,semana,casospositivos_acumulados,casospositivos,casosate1,casos1a4,casos5a9,casos10a19,casos20a29,casos30a39,casos40a49,casos50a59,casosacima60,casosate1_acumulados,casos1a4_acumulados,casos5a9_acumulados,casos10a19_acumulados,casos20a29_acumulados,casos30a39_acumulados,casos40a49_acumulados,casos50a59_acumulados,casosacima60_acumulados,casosmulheres,casoshomens,casosmulheres_acumulado,casoshomens_acumulado,obitosconfirmados,obitosconfirmados_acumulados,obitosate1,obitos1a4,obitos5a9,obitos10a19,obitos20a29,obitos30a39,obitos40a49,obitos50a59,obitosacima60,obitosate1_acumulados,obitos1a4_acumulados,obitos5a9_acumulados,obitos10a19_acumulados,obitos20a29_acumulados,obitos30a39_acumulados,obitos40a49_acumulados,obitos50a59_acumulados,obitosacima60_acumulados,obitosmulheres,obitoshomens,obitosmulheres_acumulado,obitoshomens_acumulado,vacinasrecebidas,vacina_1dose,vacina_2dose,vacinasrecebidas_acumulada,vacina_1dose_acumulada,vacina_2dose_acumulada
2021-02-07,6,11992,4,0,0,0,1,0,2,0,1,0,74,45,84,332,1715,2675,2817,1941,2275,1,3,6271,5721,0,602,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,51,75,456,0,0,0,0,0,0,0,0,0,0
2021-02-08,6,12029,37,0,0,0,0,8,7,17,3,2,74,45,84,332,1723,2682,2834,1944,2277,22,15,6293,5736,2,604,0,0,0,0,0,0,0,0,2,0,0,1,0,4,15,51,75,458,0,2,273,331,0,0,0,0,0,0
2021-02-09,6,12051,22,0,0,0,0,4,6,3,3,6,74,45,84,332,1727,2688,2837,1947,2283,11,11,6304,5747,1,605,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,51,75,459,0,1,273,332,0,0,0,0,0,0
2021-02-10,6,12067,16,0,0,0,3,2,3,1,2,5,74,45,84,335,1729,2691,2838,1949,2288,7,9,6311,5756,1,606,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,51,75,460,0,1,273,333,0,0,0,0,0,0
2021-02-11,6,12091,24,0,0,0,0,3,7,8,2,4,74,45,84,335,1732,2698,2846,1951,2292,12,12,6323,5768,0,606,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,51,75,460,0,0,0,0,0,0,0,0,0,0
2021-02-12,6,12102,11,0,0,0,1,2,3,4,1,0,74,45,84,336,1734,2701,2850,1952,2292,6,5,6329,5773,2,608,0,0,0,0,0,0,0,0,2,0,0,1,0,4,15,51,75,462,1,1,274,334,0,0,0,0,0,0
2021-02-13,6,12112,10,0,0,0,1,0,2,2,2,3,74,45,84,337,1734,2703,2852,1954,2295,3,7,6332,5780,2,610,0,0,0,0,0,0,0,0,2,0,0,1,0,4,15,51,75,464,1,1,275,335,0,0,0,0,0,0
2021-02-14,7,12119,7,0,0,0,0,0,1,1,4,1,74,45,84,337,1734,2704,2853,1958,2296,5,2,6337,5782,0,610,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,51,75,464,0,0,0,0,0,0,0,0,0,0
2021-02-15,7,12146,27,0,0,0,2,6,6,6,1,5,74,45,84,339,1740,2710,2859,1959,2301,13,14,6350,5796,0,610,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,51,75,464,0,0,0,0,0,0,0,0,0,0
2021-02-16,7,12174,28,0,0,0,1,7,6,7,4,3,74,45,84,340,1747,2716,2866,1963,2304,14,14,6364,5810,0,610,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,51,75,464,0,0,0,0,0,0,0,0,0,0
2021-02-17,7,12221,47,0,0,0,2,8,8,13,9,7,74,45,84,342,1755,2724,2879,1972,2311,24,23,6388,5833,1,611,0,0,0,0,0,1,0,0,0,0,0,1,0,4,16,51,75,464,1,0,276,335,0,0,0,0,0,0
2021-02-18,7,12263,42,0,0,1,1,4,9,12,7,8,74,45,85,343,1759,2733,2891,1979,2319,25,17,6413,5850,2,613,0,0,0,0,0,0,0,0,2,0,0,1,0,4,16,51,75,466,0,2,276,337,0,0,0,0,0,0
2021-02-19,7,12293,30,0,0,0,3,2,5,13,1,6,74,45,85,346,1761,2738,2904,1980,2325,18,12,6431,5862,1,614,0,0,0,0,0,0,0,0,1,0,0,1,0,4,16,51,75,467,0,1,276,338,0,0,0,0,0,0
2021-02-20,7,12309,16,0,0,0,0,4,3,1,5,3,74,45,85,346,1765,2741,2905,1985,2328,8,8,6439,5870,1,615,0,0,0,0,0,0,0,0,1,0,0,1,0,4,16,51,75,468,1,0,277,338,0,0,0,0,0,0
2021-02-21,8,12313,4,0,0,0,0,0,3,0,1,0,74,45,85,346,1765,2744,2905,1986,2328,1,3,6440,5873,1,616,0,0,0,0,0,0,0,0,1,0,0,1,0,4,16,51,75,469,1,0,278,338,0,0,0,0,0,0
2021-02-22,8,12372,59,0,0,0,4,8,10,18,7,12,74,45,85,350,1773,2754,2923,1993,2340,35,24,6475,5897,0,616,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,51,75,469,0,0,0,0,0,0,0,0,0,0
2021-02-23,8,12410,38,0,0,0,3,1,14,5,7,8,74,45,85,353,1774,2768,2928,2000,2348,23,15,6498,5912,1,617,0,0,0,0,0,0,0,0,1,0,0,1,0,4,16,51,75,470,1,0,279,338,0,0,0,0,0,0
2021-02-24,8,12442,32,0,0,0,1,3,13,4,6,5,74,45,85,354,1777,2781,2932,2006,2353,17,15,6515,5927,0,617,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,51,75,470,0,0,0,0,0,0,0,0,0,0
2021-02-25,8,12480,38,0,0,0,1,4,9,10,7,7,74,45,85,355,1781,2790,2942,2013,2360,22,16,6537,5943,2,619,0,0,0,0,0,0,0,0,2,0,0,1,0,4,16,51,75,472,1,1,280,339,0,0,0,0,0,0
2021-02-26,8,12493,13,0,2,0,1,1,3,2,1,3,74,47,85,356,1782,2793,2944,2014,2363,5,8,6542,5951,3,622,0,0,0,0,0,0,0,1,2,0,0,1,0,4,16,51,76,474,1,2,281,341,0,0,0,0,0,0
2021-02-27,8,12500,7,0,1,1,0,0,1,3,0,1,74,48,86,356,1782,2794,2947,2014,2364,3,4,6545,5955,0,622,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,51,76,474,0,0,0,0,0,0,0,0,0,0
2021-02-28,9,12506,6,0,0,0,0,2,1,2,1,0,74,48,86,356,1784,2795,2949,2015,2364,2,4,6547,5959,0,622,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,51,76,474,0,0,0,0,0,0,0,0,0,0
2021-03-01,9,12530,24,0,0,1,0,2,4,6,4,7,74,48,87,356,1786,2799,2955,2019,2371,11,13,6558,5972,1,623,0,0,0,0,0,0,0,0,1,0,0,1,0,4,16,51,76,475,0,1,281,342,0,0,0,0,0,0
2021-03-02,9,12542,12,0,0,0,0,0,4,2,4,2,74,48,87,356,1786,2803,2957,2023,2373,7,5,6565,5977,2,625,0,0,0,0,0,0,0,0,2,0,0,1,0,4,16,51,76,477,0,2,281,344,0,0,0,0,0,0
2021-03-03,9,12564,22,0,0,0,0,4,4,6,3,5,74,48,87,356,1790,2807,2963,2026,2378,16,6,6581,5983,3,628,0,0,0,0,0,0,0,1,2,0,0,1,0,4,16,51,77,479,2,1,283,345,0,0,0,0,0,0
2021-03-04,9,12586,22,0,0,0,1,3,6,6,2,4,74,48,87,357,1793,2813,2969,2028,2382,9,13,6590,5996,0,628,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,51,77,479,0,0,0,0,0,0,0,0,0,0
2021-03-05,9,12597,11,0,0,0,0,2,3,2,2,2,74,48,87,357,1795,2816,2971,2030,2384,4,7,6594,6003,5,633,0,0,0,0,0,0,1,2,2,0,0,1,0,4,16,52,79,481,3,2,286,347,0,0,0,0,0,0
2021-03-06,9,12615,18,0,0,0,0,4,4,5,2,3,74,48,87,357,1799,2820,2976,2032,2387,8,10,6602,6013,0,633,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,52,79,481,0,0,0,0,0,0,0,0,0,0
2021-03-07,10,12631,16,0,0,0,1,2,4,5,4,0,74,48,87,358,1801,2824,2981,2036,2387,6,10,6608,6023,1,634,0,0,0,0,0,0,0,1,0,0,0,1,0,4,16,52,80,481,1,0,287,347,0,0,0,0,0,0
2021-03-08,10,12673,42,0,0,0,0,5,8,13,7,9,74,48,87,358,1806,2832,2994,2043,2396,15,27,6623,6050,0,634,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,52,80,481,0,0,0,0,0,0,0,0,0,0
2021-03-09,10,12704,31,1,0,1,1,5,4,9,7,3,75,48,88,359,1811,2836,3003,2050,2399,14,17,6637,6067,2,636,0,0,0,0,0,0,0,0,2,0,0,1,0,4,16,52,80,483,0,2,287,349,0,0,0,0,0,0
2021-03-10,10,12733,29,0,0,0,0,3,5,8,3,10,75,48,88,359,1814,2841,3011,2053,2409,15,14,6652,6081,2,638,0,0,0,0,0,0,0,1,1,0,0,1,0,4,16,52,81,484,1,1,288,350,0,0,0,0,0,0
2021-03-11,10,12760,27,4,0,1,0,5,2,5,3,7,79,48,89,359,1819,2843,3016,2056,2416,18,9,6670,6090,3,641,0,0,0,0,0,0,1,0,2,0,0,1,0,4,16,53,81,486,1,2,289,352,0,0,0,0,0,0
2021-03-12,10,12803,43,4,0,0,3,6,8,10,1,11,83,48,89,362,1825,2851,3026,2057,2427,24,19,6694,6109,0,641,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,53,81,486,0,0,0,0,0,0,0,0,0,0
2021-03-13,10,12829,26,7,0,0,1,1,5,5,2,5,90,48,89,363,1826,2856,3031,2059,2432,16,10,6710,6119,0,641,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,53,81,486,0,0,0,0,0,0,0,0,0,0
2021-03-14,11,12862,33,5,0,0,3,5,4,4,5,6,95,48,89,366,1831,2860,3035,2064,2438,25,8,6735,6127,1,642,0,0,0,0,0,0,1,0,0,0,0,1,0,4,16,54,81,486,0,1,289,353,0,0,0,0,0,0
2021-03-15,11,12918,56,18,0,0,2,4,10,6,8,8,113,48,89,368,1835,2870,3041,2072,2446,27,29,6762,6156,3,645,0,0,0,0,0,1,1,0,1,0,0,1,0,4,17,55,81,487,1,2,290,355,0,0,0,0,0,0
2021-03-16,11,12982,64,37,0,0,1,2,5,8,4,7,150,48,89,369,1837,2875,3049,2076,2453,38,26,6800,6182,4,649,0,0,0,0,0,0,0,0,4,0,0,1,0,4,17,55,81,491,2,2,292,357,0,0,0,0,0,0
2021-03-17,11,13035,53,11,0,0,3,5,8,8,8,10,161,48,89,372,1842,2883,3057,2084,2463,34,19,6834,6201,2,651,0,0,0,0,0,0,0,0,2,0,0,1,0,4,17,55,81,493,2,0,294,357,0,0,0,0,0,0
2021-03-18,11,13086,51,5,0,0,2,9,7,10,11,7,166,48,89,374,1851,2890,3067,2095,2470,26,25,6860,6226,5,656,0,0,0,0,0,0,0,2,3,0,0,1,0,4,17,55,83,496,1,4,295,361,0,0,0,0,0,0
2021-03-19,11,13113,27,0,0,0,1,2,6,5,4,8,166,48,89,375,1853,2896,3072,2099,2478,13,14,6873,6240,2,658,0,0,0,0,0,0,0,0,2,0,0,1,0,4,17,55,83,498,0,2,295,363,0,0,0,0,0,0
2021-03-20,11,13152,39,0,0,1,2,5,8,10,5,7,166,48,90,377,1858,2904,3082,2104,2485,18,21,6891,6261,5,663,0,0,0,0,0,0,1,1,3,0,0,1,0,4,17,56,84,501,1,4,296,367,0,0,0,0,0,0
2021-03-21,12,13172,20,0,0,0,1,3,2,6,6,2,166,48,90,378,1861,2906,3088,2110,2487,11,9,6902,6270,7,670,0,0,0,0,0,0,1,1,5,0,0,1,0,4,17,57,85,506,4,3,300,370,0,0,0,0,0,0
2021-03-22,12,13243,71,0,2,0,4,11,14,14,12,14,166,50,90,382,1872,2920,3102,2122,2501,33,38,6935,6308,5,675,0,0,0,0,0,2,0,1,2,0,0,1,0,4,19,57,86,508,2,3,302,373,43496,23799,6457,43496,23799,6457
2021-03-23,12,13285,42,2,0,1,4,8,6,7,6,8,168,50,91,386,1880,2926,3109,2128,2509,26,16,6961,6324,3,678,0,0,0,0,0,0,0,0,3,0,0,1,0,4,19,57,86,511,2,1,304,374,0,1265,47,43496,25064,6504
2021-03-24,12,13348,63,13,0,1,1,10,3,10,11,14,181,50,92,387,1890,2929,3119,2139,2523,34,29,6995,6353,0,678,0,0,0,0,0,0,0,0,0,0,0,1,0,4,19,57,86,511,0,0,0,0,7320,1026,91,50816,26090,6595
2021-03-25,12,13401,53,9,0,1,4,3,14,11,5,6,190,50,93,391,1893,2943,3130,2144,2529,26,27,7021,6380,2,680,0,0,0,0,0,0,0,0,2,0,0,1,0,4,19,57,86,513,1,1,305,375,0,851,1510,50816,26941,8105
2021-03-26,12,13459,58,6,0,0,6,4,9,13,6,13,196,50,93,397,1897,2952,3143,2150,2542,28,30,7049,6410,6,686,0,0,0,0,0,0,1,0,5,0,0,1,0,4,19,58,86,518,2,4,307,379,0,3582,135,50816,30523,8240
2021-03-27,12,13476,17,1,0,0,1,0,3,2,2,7,197,50,93,398,1897,2955,3145,2152,2549,11,6,7060,6416,5,691,0,0,0,0,0,0,0,0,5,0,0,1,0,4,19,58,86,523,2,3,309,382,0,0,0,0,0,0
2021-03-28,13,13487,11,0,0,0,0,1,0,0,3,5,197,50,93,398,1898,2955,3145,2155,2554,5,6,7065,6422,4,695,0,0,0,0,0,0,0,0,3,0,0,1,0,4,19,58,86,526,1,3,310,385,0,0,0,0,0,0
2021-03-29,13,13536,49,34,0,0,3,1,2,5,3,1,231,50,93,401,1899,2957,3150,2158,2555,24,25,7089,6447,7,702,0,0,0,0,0,0,0,2,5,0,0,1,0,4,19,58,88,531,2,5,312,390,0,1975,442,50816,32498,8682
2021-03-30,13,13584,48,5,0,1,1,5,8,7,8,13,236,50,94,402,1904,2965,3157,2166,2568,26,22,7115,6469,7,709,0,0,0,0,0,0,1,1,4,0,0,1,0,4,19,59,89,535,3,4,315,394,0,494,306,50816,32992,8988
2021-03-31,13,13627,43,2,0,0,2,8,12,7,6,6,238,50,94,404,1912,2977,3164,2172,2574,22,21,7137,6490,2,711,1,0,0,0,0,0,0,1,0,1,0,1,0,4,19,59,90,535,1,1,316,395,0,281,284,50816,33273,9272
2021-04-01,13,13640,13,3,0,0,0,1,5,2,2,0,241,50,94,404,1913,2982,3166,2174,2574,7,6,7144,6496,2,713,0,0,0,0,1,0,0,0,1,1,0,1,0,5,19,59,90,536,2,0,318,395,0,0,0,0,0,0
2021-04-02,13,13657,17,0,0,2,0,2,5,2,1,4,241,50,96,404,1915,2987,3168,2175,2578,11,6,7155,6502,3,716,0,0,0,0,0,0,0,0,3,1,0,1,0,5,19,59,90,539,1,2,319,397,0,0,0,0,0,0
2021-04-03,13,13684,27,13,0,0,1,1,1,2,2,6,254,50,96,405,1916,2988,3170,2177,2584,12,15,7167,6517,1,717,0,0,0,0,0,0,0,0,1,1,0,1,0,5,19,59,90,540,1,0,320,397,0,0,0,0,0,0
2021-04-04,14,13701,17,3,0,0,1,1,2,4,3,3,257,50,96,406,1917,2990,3174,2180,2587,11,6,7178,6523,3,720,0,0,0,0,0,0,0,0,3,1,0,1,0,5,19,59,90,543,1,2,321,399,0,0,0,0,0,0
2021-04-05,14,13712,11,3,0,0,0,0,0,2,2,4,260,50,96,406,1917,2990,3176,2182,2591,5,6,7183,6529,4,724,0,0,0,0,0,0,0,0,3,1,0,1,0,5,19,59,90,546,1,3,322,402,5850,4946,433,56666,38219,9705
2021-04-06,14,13723,11,1,0,0,0,0,3,5,0,2,261,50,96,406,1917,2993,3181,2182,2593,6,5,7189,6534,6,730,0,0,0,0,0,0,0,1,4,1,0,1,0,5,19,59,91,550,1,5,323,407,0,809,1619,56666,39028,11324
2021-04-07,14,13725,2,0,0,0,0,0,0,1,0,1,261,50,96,406,1917,2993,3182,2182,2594,2,0,7191,6534,4,734,1,0,0,0,0,0,0,1,2,2,0,1,0,5,19,59,92,552,3,1,326,408,0,439,707,56666,39467,12031
2021-04-08,14,13727,2,0,0,0,0,0,0,2,0,0,261,50,96,406,1917,2993,3184,2182,2594,1,1,7192,6535,2,736,0,0,0,0,0,0,0,1,1,2,0,1,0,5,19,59,93,553,1,1,327,409,0,202,358,56666,39669,12389
2021-04-09,14,13734,7,0,0,0,0,4,0,1,2,0,261,50,96,406,1921,2993,3185,2184,2594,6,1,7198,6536,1,737,0,0,0,0,0,0,0,0,1,2,0,1,0,5,19,59,93,554,1,0,328,409,7860,117,328,64526,39786,12717
2021-04-10,14,13737,3,0,0,0,0,1,0,1,0,1,261,50,96,406,1922,2993,3186,2184,2595,2,1,7200,6537,5,742,1,0,0,0,0,0,1,1,1,3,0,1,0,5,19,60,94,555,3,2,331,411,0,0,0,0,0,0
2021-04-11,15,13742,5,0,0,0,0,0,1,1,1,2,261,50,96,406,1922,2994,3187,2185,2597,2,3,7202,6540,1,743,0,0,0,0,0,0,0,0,1,3,0,1,0,5,19,60,94,556,1,0,332,411,0,0,0,0,0,0
2021-04-12,15,13753,11,2,0,0,0,2,0,3,1,3,263,50,96,406,1924,2994,3190,2186,2600,8,3,7210,6543,1,744,0,0,0,0,0,0,0,0,1,3,0,1,0,5,19,60,94,557,1,0,333,411,2950,664,2681,67476,40450,15398
2021-04-13,15,13765,12,0,1,0,1,2,0,1,4,3,263,51,96,407,1926,2994,3191,2190,2603,6,6,7216,6549,2,746,0,0,0,0,0,0,0,0,2,3,0,1,0,5,19,60,94,559,2,0,335,411,0,859,0,67476,41309,15398
2021-04-14,15,13765,0,0,0,0,0,0,0,0,0,0,263,51,96,407,1926,2994,3191,2190,2603,0,0,7216,6549,1,747,0,0,0,0,0,0,0,0,1,3,0,1,0,5,19,60,94,560,0,1,335,412,6960,776,7,74436,42085,15405
2021-04-15,15,13768,3,2,0,0,0,0,0,0,0,1,265,51,96,407,1926,2994,3191,2190,2604,2,1,7218,6550,2,749,0,0,0,0,0,0,0,0,2,3,0,1,0,5,19,60,94,562,1,1,336,413,0,911,323,74436,42996,15728
2021-04-16,15,13768,0,0,0,0,0,0,0,0,0,0,265,51,96,407,1926,2994,3191,2190,2604,0,0,7218,6550,1,750,0,0,0,0,0,0,0,0,1,3,0,1,0,5,19,60,94,563,1,0,337,413,0,805,3870,74436,43801,19598
2021-04-17,15,13769,1,1,0,0,0,0,0,0,0,0,266,51,96,407,1926,2994,3191,2190,2604,1,0,7219,6550,1,751,0,0,0,0,0,0,0,0,1,3,0,1,0,5,19,60,94,564,0,1,337,414,0,0,0,0,0,0
2021-04-18,16,13769,0,0,0,0,0,0,0,0,0,0,266,51,96,407,1926,2994,3191,2190,2604,0,0,7219,6550,1,752,0,0,0,0,0,0,0,0,1,3,0,1,0,5,19,60,94,565,1,0,338,414,0,0,0,0,0,0
2021-04-19,16,13769,0,0,0,0,0,0,0,0,0,0,266,51,96,407,1926,2994,3191,2190,2604,0,0,7219,6550,0,752,0,0,0,0,0,0,0,0,0,3,0,1,0,5,19,60,94,565,0,0,0,0,9200,757,4058,83636,44558,23656
2021-04-20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,3,0,1,0,5,19,60,94,565,0,0,0,0,0,555,706,83636,45113,24362
2021-04-21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,3,0,1,0,5,19,60,94,565,0,0,0,0,0,1071,84,83636,46184,24446
